Id,Date,Text,Combined
2331,6.11.2013,"We’ve been tapping your phones. Austin, it’s true, you are weird","6.11.2013  We’ve been tapping your phones. Austin, it’s true, you are weird"
2332,6.10.2013,Boy Meets World reunion? Yes please!,6.10.2013  Boy Meets World reunion? Yes please!
2333,6.7.2013,,6.7.2013  
2334,6.6.2013,Didn’t win the lottery? Come be rich in ritas,6.6.2013  Didn’t win the lottery? Come be rich in ritas
2335,6.5.2013,Will the Heat get Spurred?,6.5.2013  Will the Heat get Spurred?
2336,4.30.2013,"You don’t have to be crazy to work here, we’ll train you","4.30.2013  You don’t have to be crazy to work here, we’ll train you"
2337,4.29.2013,The sign… Laugh till you get it,4.29.2013  The sign… Laugh till you get it
2338,4.25.2013,Buffalo Exchange would not exchange my buffalo…,4.25.2013  Buffalo Exchange would not exchange my buffalo…
2339,4.24.2013,Earth Day worked it’s still here!!,4.24.2013  Earth Day worked it’s still here!!
2340,4.23.2013,Never drink and drive,4.23.2013  Never drink and drive
2341,4.22.2013,Mondays ain’t nobody got time for that!,4.22.2013  Mondays ain’t nobody got time for that!
2342,4.19.2013,Flavor Flav knows the value of telling time,4.19.2013  Flavor Flav knows the value of telling time
2343,4.18.2013,Lonestar Classic here’s your sign,4.18.2013  Lonestar Classic here’s your sign
2344,4.17.2013,Did you see that Law & Order where the DA got a DWI?,4.17.2013  Did you see that Law & Order where the DA got a DWI?
2345,4.16.2013,"From Austin to Boston, our thoughts are with you.","4.16.2013  From Austin to Boston, our thoughts are with you."
2346,4.15.2013,"Keep the green jacket, we’ll take the rain","4.15.2013  Keep the green jacket, we’ll take the rain"
2347,4.12.2013,Whatchu taco bout I’m nacho friend,4.12.2013  Whatchu taco bout I’m nacho friend
2348,4.11.2013,We can make you look hotta for only a dolla,4.11.2013  We can make you look hotta for only a dolla
2349,4.10.2013,"Lindsay Lohan made it to Letterman on time,","4.10.2013  Lindsay Lohan made it to Letterman on time,"
2350,4.9.2013,"FYI, our policy on IDing really really old people still in effect","4.9.2013  FYI, our policy on IDing really really old people still in effect"
2351,4.8.2013,French people give me the crepes,4.8.2013  French people give me the crepes
2352,4.5.2013,"Life is good
Everyone is beautiful
Happy Friday!","4.5.2013  Life is good
Everyone is beautiful
Happy Friday!"
2353,4.4.2013,We are the dollar store where you want to shop,4.4.2013  We are the dollar store where you want to shop
2354,4.3.2013,Think u know our vegetarian waitress? Must’ve met herbivore,4.3.2013  Think u know our vegetarian waitress? Must’ve met herbivore
2355,4.2.2013,Romo signs new six year deal!,4.2.2013  Romo signs new six year deal!
2356,4.1.2013,Don’t even try to fool me on a Monday. Just don’t.,4.1.2013  Don’t even try to fool me on a Monday. Just don’t.
2357,3.28.2013,Common sense is like deodorant. The ones who need it never use it.,3.28.2013  Common sense is like deodorant. The ones who need it never use it.
2358,3.27.2013,The first 40 years of childhood are the hardest,3.27.2013  The first 40 years of childhood are the hardest
2359,3.26.2013,Cheers to Jess Kellner on making The Voice! Team Austin!!!,3.26.2013  Cheers to Jess Kellner on making The Voice! Team Austin!!!
2360,3.25.2013,Case of the Mondays? Ritas & Fajitas is our flair,3.25.2013  Case of the Mondays? Ritas & Fajitas is our flair
2361,3.22.2013,Yeah so…,3.22.2013  Yeah so…
2362,3.21.2013,Hangovers installed and serviced every Thursday!,3.21.2013  Hangovers installed and serviced every Thursday!
2363,3.20.2013,Come meet our new Thursday bartender – Justa Dolla!,3.20.2013  Come meet our new Thursday bartender – Justa Dolla!
2364,3.19.2013,How much ditch staff will it take to screw in a light bulb? Only Juan!,3.19.2013  How much ditch staff will it take to screw in a light bulb? Only Juan!
2365,3.18.2013,Only way to make our 241 burgers better is to add ditch fries,3.18.2013  Only way to make our 241 burgers better is to add ditch fries
2366,3.15.2013,,3.15.2013  
2367,3.14.2013,,3.14.2013  
2368,3.13.2013,Cement truck full of queso #winnovation,3.13.2013  Cement truck full of queso #winnovation
2369,3.12.2013,Anyone know if Grumpy Cat is at the Cat Fancy Showcase?,3.12.2013  Anyone know if Grumpy Cat is at the Cat Fancy Showcase?
2370,3.11.2013,El Arroyo wrist bands – Good for a cut in bathroom line,3.11.2013  El Arroyo wrist bands – Good for a cut in bathroom line
2371,3.8.2013,Planeloads of Zooey Deschanel and Mumford & Sons look-a-likes welcome,3.8.2013  Planeloads of Zooey Deschanel and Mumford & Sons look-a-likes welcome
2372,3.7.2013,"Break a leg
Break a chip
SXSW prep food is our queso dip","3.7.2013  Break a leg
Break a chip
SXSW prep food is our queso dip"
2373,3.6.2013,Get over that hump! Ritas on the other side!,3.6.2013  Get over that hump! Ritas on the other side!
2374,3.5.2013,"Missing: JB & Sandy’s juju panda
Presumed dead
If found, call Mix 94.7","3.5.2013  Missing: JB & Sandy’s juju panda
Presumed dead
If found, call Mix 94.7"
2375,3.4.2013,"2XI Bowling Alley Burgers *5-10 Mondays*
Bumpers not necessary!","3.4.2013  2XI Bowling Alley Burgers *5-10 Mondays*
Bumpers not necessary!"
2376,2.27.2013,,2.27.2013  
2377,2.26.2013,,2.26.2013  
2378,2.25.2013,Seth McFarlane wasn’t much of a host but he is a Family Guy!,2.25.2013  Seth McFarlane wasn’t much of a host but he is a Family Guy!
2379,2.22.2013,Everyday is National Margarita Day at El Arroyo!,2.22.2013  Everyday is National Margarita Day at El Arroyo!
2380,2.21.2013,One dollar goes a long ways all day Thursday at the ditch!,2.21.2013  One dollar goes a long ways all day Thursday at the ditch!
2381,2.20.2013,Fill your cheeks with our boss breakfast,2.20.2013  Fill your cheeks with our boss breakfast
2382,2.19.2013,"Free salsa lessons
Inquire inside. Ask for Chip!","2.19.2013  Free salsa lessons
Inquire inside. Ask for Chip!"
2383,2.18.2013,In spite of the high cost of living – it’s still pretty popular!,2.18.2013  In spite of the high cost of living – it’s still pretty popular!
2384,2.15.2013,"Dear Carnival customers, ditch the cruise & cruise ditch!","2.15.2013  Dear Carnival customers, ditch the cruise & cruise ditch!"
2385,2.14.2013,Every kiss begins with que…so,2.14.2013  Every kiss begins with que…so
2386,2.13.2013,Get your ash in here. No giving up Tex-Mex for lent,2.13.2013  Get your ash in here. No giving up Tex-Mex for lent
2387,2.12.2013,“I vaticant” – Former Pope Benedict XVI,2.12.2013  “I vaticant” – Former Pope Benedict XVI
2388,2.8.2013,We wanna be the Goose to your Maverick… Get in here Top Gun,2.8.2013  We wanna be the Goose to your Maverick… Get in here Top Gun
2389,2.7.2013,"Hey postal service, it’s cool we don’t like to work on Saturday either","2.7.2013  Hey postal service, it’s cool we don’t like to work on Saturday either"
2390,2.6.2013,Thirsty Thursday just got a lot better! Rita special all day!,2.6.2013  Thirsty Thursday just got a lot better! Rita special all day!
2391,2.5.2013,Call of Duty lowering teenage pregnancy rates since 2003,2.5.2013  Call of Duty lowering teenage pregnancy rates since 2003
2392,2.4.2013,People be raven about our queso!,2.4.2013  People be raven about our queso!
2393,2.1.2013,Doggonit,2.1.2013  Doggonit
2394,1.31.2013,"In case you can’t go to the Bowl, we’ll be your Big Easy!","1.31.2013  In case you can’t go to the Bowl, we’ll be your Big Easy!"
2395,1.30.2013,I ate great here late,1.30.2013  I ate great here late
2396,1.29.2013,"If your kleptomania gets bad, take something for it","1.29.2013  If your kleptomania gets bad, take something for it"
2397,1.28.2013,"Don’t feel bad Beyonce, our staff lip-syncs the daily specials.","1.28.2013  Don’t feel bad Beyonce, our staff lip-syncs the daily specials."
2398,1.25.2013,"Clear eyes, full hearts, must booze","1.25.2013  Clear eyes, full hearts, must booze"
2399,1.24.2013,Which machine helps me pick up women at the gym? The ATM,1.24.2013  Which machine helps me pick up women at the gym? The ATM
2400,1.23.2013,Now hiring people without the flu,1.23.2013  Now hiring people without the flu
2401,1.22.2013,OMG! Did you see The Bachelor last night? Neither did we.,1.22.2013  OMG! Did you see The Bachelor last night? Neither did we.
2402,1.21.2013,I spend more time searching Netflix than watching it,1.21.2013  I spend more time searching Netflix than watching it
2403,1.18.2013,"Hey Tex-Dot, you really didn’t know 183 was going to intersect I 35?!?","1.18.2013  Hey Tex-Dot, you really didn’t know 183 was going to intersect I 35?!?"
2404,1.17.2013,The ditch is actually an elaborate margarita reservoir on the rocks,1.17.2013  The ditch is actually an elaborate margarita reservoir on the rocks
2405,1.16.2013,"For what it’s worth, most ATX bicycle riders are just jacked up on smoothies","1.16.2013  For what it’s worth, most ATX bicycle riders are just jacked up on smoothies"
2406,1.15.2013,"Hey Oprah, hope your Tour de Lance was pretty dope!","1.15.2013  Hey Oprah, hope your Tour de Lance was pretty dope!"
2407,1.14.2013,Amy Peohler sure was prepared with her Golden Globes!,1.14.2013  Amy Peohler sure was prepared with her Golden Globes!
2408,1.11.2013,The rumor that our tortilla soup cures the flu has not been disproven,1.11.2013  The rumor that our tortilla soup cures the flu has not been disproven
2409,1.10.2013,"(Please sing) Like a good neighbor, El Arroyo is there!","1.10.2013  (Please sing) Like a good neighbor, El Arroyo is there!"
2410,1.9.2013,Bill says Hillary’s head is finally getting better!,1.9.2013  Bill says Hillary’s head is finally getting better!
2411,10.26.2012,A balanced diet is a taco in each hand!,10.26.2012  A balanced diet is a taco in each hand!
2412,10.24.2012,We learn from history that we do not learn from history!!,10.24.2012  We learn from history that we do not learn from history!!
2413,10.23.2012,Happy Halloween,10.23.2012  Happy Halloween
2414,10.22.2012,We encourage people to come in unannounced and clean dishes,10.22.2012  We encourage people to come in unannounced and clean dishes
2415,10.18.2012,We may not have binders full of women but we have trapper keepers full of tacos,10.18.2012  We may not have binders full of women but we have trapper keepers full of tacos
2416,10.17.2012,Always borrow money from a pessimist,10.17.2012  Always borrow money from a pessimist
2417,10.16.2012,Do you find it funny that after Mon (M) and Tues ‘T’ the rest of the week says WTF?,10.16.2012  Do you find it funny that after Mon (M) and Tues ‘T’ the rest of the week says WTF?
2418,10.15.2012,Free ACL parking for next 51 weeks!,10.15.2012  Free ACL parking for next 51 weeks!
2419,9.19.2012,An old lady at the ATM asked me to check her balance… so I pushed her over,9.19.2012  An old lady at the ATM asked me to check her balance… so I pushed her over
2420,9.17.2012,My recliner and I go way back,9.17.2012  My recliner and I go way back
2421,9.14.2012,A boiled egg in the morning is hard to beat,9.14.2012  A boiled egg in the morning is hard to beat
2422,9.13.2012,A baker stopped making donuts after he got tired of the whole thing,9.13.2012  A baker stopped making donuts after he got tired of the whole thing
2423,9.12.2012,"Oh sarcasm, what would I do without you?","9.12.2012  Oh sarcasm, what would I do without you?"
2424,9.10.2012,There is no angry way to say bubbles!,9.10.2012  There is no angry way to say bubbles!
2425,9.7.2012,Note to self,9.7.2012  Note to self
2426,9.6.2012,Muffins are just ugly cupcakes,9.6.2012  Muffins are just ugly cupcakes
2427,9.5.2012,Don’t wear skinny jeans unless you have skinny genes!,9.5.2012  Don’t wear skinny jeans unless you have skinny genes!
2428,9.4.2012,7 days without a breakfast taco makes one weak!,9.4.2012  7 days without a breakfast taco makes one weak!
2429,8.29.2012,"Past, Present, and Future walk into a bar. It was tense","8.29.2012  Past, Present, and Future walk into a bar. It was tense"
2430,8.27.2012,Always give 100% unless you are giving blood,8.27.2012  Always give 100% unless you are giving blood
2431,8.13.2012,"This isn’t a pitch, just eat at the ditch!","8.13.2012  This isn’t a pitch, just eat at the ditch!"
2432,8.7.2012,We are open please use rear entrance,8.7.2012  We are open please use rear entrance
2433,8.6.2012,A backwards poet writes inverse,8.6.2012  A backwards poet writes inverse
2434,8.3.2012,When a clock is hungry it goes back four seconds,8.3.2012  When a clock is hungry it goes back four seconds
2435,8.2.2012,Rhinos are just fat unicorns,8.2.2012  Rhinos are just fat unicorns
2436,8.1.2012,He who laughs last thinks slowest,8.1.2012  He who laughs last thinks slowest
2437,7.31.2012,The word ‘studying’ was derived from the words students dying,7.31.2012  The word ‘studying’ was derived from the words students dying
2438,7.30.2012,Some of the best life lessons you learn are from watching your drunk friends,7.30.2012  Some of the best life lessons you learn are from watching your drunk friends
